"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Metabolism","Glycan biosynthesis and metabolism","hsa00520","Amino sugar and nucleotide sugar metabolism","14/1904","25/3379",0.56,0.993823529411765,-0.0352124414104601,0.596740425129684,0.875219290190203,0.762152683323526,"GALK1/HK2/HK1/UAP1/UGP2/GNPNAT1/HEXB/CHIA/GNE/MPI/HEXA/CHIT1/GPI/PGM1",14
"Environmental Information Processing","Signal transduction","hsa04330","Notch signaling pathway","14/1904","25/3379",0.56,0.993823529411765,-0.0352124414104601,0.596740425129684,0.875219290190203,0.762152683323526,"DTX3L/DVL2/HDAC2/KAT2A/DLL4/JAG1/JAG2/NOTCH1/NOTCH3/DLL1/MFNG/RFNG/NOTCH2/ADAM17",14
"Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","20/1904","36/3379",0.555555555555556,0.9859360410831,-0.0963735674822707,0.606926258743914,0.886219758342884,0.771732038365573,"APAF1/TP53I3/CASP8/CCNE1/TSC2/ADGRB1/CHEK1/CYCS/BCL2/THBS1/PTEN/BCL2L1/SFN/TNFRSF10A/FAS/BID/TP53/TNFRSF10B/IGF1/RRM2B",20
"Human Diseases","Substance dependence","hsa05034","Alcoholism","26/1904","47/3379",0.553191489361702,0.981740568567853,-0.143202621156559,0.616562390133226,0.89632417948883,0.780531103669699,"RAF1/NRAS/CREB3L4/ATF6B/SHC4/ARAF/H2BC21/BRAF/SHC1/HDAC2/CAMK4/PPP1CC/PDYN/H2AC1/H2BC12/H2AC11/BDNF/HDAC6/GNG12/MAPK3/HAT1/MAP2K1/MAPK1/NTRK2/KRAS/GRB2",26
"Metabolism","Global and overview maps","hsa01210","2-Oxocarboxylic acid metabolism","10/1904","18/3379",0.555555555555556,0.9859360410831,-0.0679636774177846,0.623285678227904,0.899242310067569,0.783072250872237,"DLD/GOT2/IDH1/ACO1/DLAT/PDHB/DBT/PDHA2/ACY1/GPT",10
"Organismal Systems","Immune system","hsa04640","Hematopoietic cell lineage","37/1904","67/3379",0.552238805970149,0.980049855763201,-0.187372375029022,0.62401966365295,0.899242310067569,0.783072250872237,"CSF2RA/CD59/CSF1/CD1A/CSF1R/IL3RA/FLT3LG/CD8A/IL6R/CD14/CD9/IL11RA/CD3E/CD1B/ITGA6/ITGAM/KIT/IL6/CD22/CD36/IL1R1/IL1B/CD33/FCER2/FCGR1A/FLT3/IL5/IL7/IL3/IL1A/CD55/CD5/THPO/TFRC/CSF3/CD8B/KITLG",37
"Genetic Information Processing","Replication and repair","hsa03410","Base excision repair","11/1904","20/3379",0.55,0.976076680672269,-0.121898599961305,0.638766005144453,0.916490355207259,0.798092079654169,"MUTYH/TDP1/POLE2/MPG/FEN1/PNKP/ADPRS/POLB/UNG/HMGB1/MBD4",11
"Human Diseases","Immune disease","hsa05321","Inflammatory bowel disease","23/1904","42/3379",0.547619047619048,0.971851240496199,-0.208532181696534,0.644355481573623,0.917881122167379,0.799303178155325,"STAT3/STAT1/STAT6/IL18RAP/IL10/IL22/IL13/TGFB1/TLR5/IL6/IL12RB1/IL2RG/IL1B/TGFB3/IL5/IL12RB2/TLR2/TGFB2/IL1A/IFNGR1/IFNGR2/IL21R/NFKB1",23
"Cellular Processes","Cellular community - eukaryotes","hsa04520","Adherens junction","29/1904","53/3379",0.547169811320755,0.971053987632789,-0.241286397990542,0.650001636482402,0.917881122167379,0.799303178155325,"SMURF1/MET/TJP1/SMAD4/CCM2/RAC2/MYL12A/NECTIN1/MYL9/WAS/CTNNA1/CTNNA3/ERBB2/EGFR/MAPK3/YES1/PTPN1/MAPK1/CSNK2A1/INSR/FYN/IGF1R/PTPN6/SRC/FGFR1/NECTIN2/PTPRJ/CTNNB1/CTNNA2",29
"Organismal Systems","Endocrine system","hsa04924","Renin secretion","12/1904","22/3379",0.545454545454545,0.968009931245225,-0.171008669385638,0.652908464655511,0.917881122167379,0.799303178155325,"CLCA1/ACE/PLCB1/PPP3R1/PPP3R2/PDE1B/AGT/PDE1A/PDE3A/CTSB/ADCYAP1/CLCA2",12
